"Name","Surname","Country","City","Latitude","Longitude","Booking Number","Flight Number","Travel Class","Travel Time","Distance Travelled","Arrival Time"
"Steven","Perkins","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7410","BA124","Business",03:58:54,354.31,22:06:10
"Amanda","Knox","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2811","BA560","First Class",07:04:17,480.94,07:28:53
"Wendy","Smith","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7008","BA556","Economy",05:07:07,556.69,13:01:26
"Steven","Burton","England","London",51.507351,-0.127758,"BOOK7397","BA919","Business",13:31:47,474.02,13:50:34
"Karen","Weber","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1541","BA141","Economy",15:04:07,604.89,10:26:53
"Shelby","Johnson","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5960","BA237","First Class",02:42:59,504.73,23:19:33
"Theresa","Arroyo","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4702","BA291","Business",11:30:25,405.99,08:32:07
"Stephanie","Ramos","England","London",51.507351,-0.127758,"BOOK5868","BA327","First Class",20:18:16,571.22,06:29:19
"Alyssa","Whitaker","Wales","Cardiff",51.481312,-3.1805,"BOOK6346","BA930","Economy",22:01:04,488.14,04:36:43
"Emily","Padilla","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4640","BA522","First Class",11:38:39,415.77,11:09:44
"Michael","Underwood","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8289","BA721","First Class",10:18:00,439.65,00:08:11
"Brett","Baker","Wales","Cardiff",51.481312,-3.1805,"BOOK9408","BA773","Business",21:34:36,436.77,17:22:03
"Janet","Collins","England","London",51.507351,-0.127758,"BOOK5293","BA645","Economy",14:41:55,489.05,03:38:44
"Alejandra","Simon","Wales","Cardiff",51.481312,-3.1805,"BOOK5426","BA214","Business",08:33:43,547.26,12:36:01
"Barbara","Lawrence","England","London",51.507351,-0.127758,"BOOK6389","BA384","Business",08:13:17,543.69,00:00:49
"Alexandria","Stark","Wales","Cardiff",51.481312,-3.1805,"BOOK1087","BA906","Business",10:57:12,449.49,15:17:19
"Stacy","Mccarthy","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2482","BA895","First Class",23:59:53,628.09,19:31:54
"Gary","Hart","England","London",51.507351,-0.127758,"BOOK1464","BA935","First Class",15:43:13,401.86,03:13:21
"Erin","Sullivan","Wales","Cardiff",51.481312,-3.1805,"BOOK9687","BA703","First Class",08:58:22,482.78,16:43:05
"Alex","Davidson","England","London",51.507351,-0.127758,"BOOK1469","BA965","Business",19:04:52,378.95,01:56:52
"Melissa","Hudson","Wales","Cardiff",51.481312,-3.1805,"BOOK7181","BA115","Business",14:06:13,357.49,07:01:08
"Sophia","Kelly","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4943","BA759","Business",20:37:04,303.7,04:57:27
"Adrian","Baker","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4607","BA861","Business",12:42:58,476.38,05:08:17
"Brandon","Vega","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4202","BA930","First Class",01:44:14,591.07,03:43:51
"Ashley","Adams","England","London",51.507351,-0.127758,"BOOK3775","BA119","Business",04:42:29,593.27,12:54:59
"Evan","Juarez","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5932","BA449","First Class",11:43:51,572.24,13:57:18
"Courtney","Wilson","England","London",51.507351,-0.127758,"BOOK7117","BA621","Business",23:44:48,338.11,10:55:57
"Stacy","Harrington","Wales","Cardiff",51.481312,-3.1805,"BOOK2323","BA232","Business",17:19:00,334.67,00:07:23
"Tyler","Glass","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5450","BA345","First Class",19:50:53,415.73,05:12:04
"Joshua","Townsend","England","London",51.507351,-0.127758,"BOOK9984","BA261","Economy",08:08:12,556.11,15:40:16
"Michael","Barnett","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9835","BA975","First Class",15:10:20,529.59,22:31:28
"John","Craig","England","London",51.507351,-0.127758,"BOOK9078","BA746","Business",05:25:57,331.77,00:47:29
"Wesley","Bates","England","London",51.507351,-0.127758,"BOOK2839","BA973","Business",07:21:26,615.14,16:13:31
"Marcus","Johnson","Wales","Cardiff",51.481312,-3.1805,"BOOK2593","BA224","Business",17:39:27,395.91,01:04:26
"Zachary","Brown","Wales","Cardiff",51.481312,-3.1805,"BOOK8213","BA896","First Class",07:12:44,439.29,11:06:01
"Sara","Valdez","England","London",51.507351,-0.127758,"BOOK7819","BA584","Economy",17:45:30,454.62,11:25:42
"Charles","Sampson","England","London",51.507351,-0.127758,"BOOK7571","BA523","First Class",01:49:01,354.19,17:12:11
"Carlos","Wheeler","Wales","Cardiff",51.481312,-3.1805,"BOOK3403","BA773","First Class",02:09:28,517.19,00:35:35
"Jill","Mccormick","Wales","Cardiff",51.481312,-3.1805,"BOOK5996","BA745","Economy",21:39:08,380.75,18:10:29
"Michael","Walton","Wales","Cardiff",51.481312,-3.1805,"BOOK9867","BA796","First Class",19:00:15,351.3,21:37:43
"Jennifer","Miranda","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7465","BA666","First Class",16:46:13,476.88,10:19:03
"Donald","Thomas","Wales","Cardiff",51.481312,-3.1805,"BOOK3379","BA333","Economy",23:29:24,542.9,23:21:50
"Scott","Edwards","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9323","BA866","Business",18:09:19,516.83,06:53:59
"Adrienne","Juarez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6927","BA990","Business",18:25:10,452.17,22:30:58
"Judith","Ballard","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6931","BA101","Business",19:31:47,393.93,15:39:28
"Donna","Valenzuela","England","London",51.507351,-0.127758,"BOOK5659","BA782","Economy",00:56:13,420.09,01:06:59
"Paul","Butler","England","London",51.507351,-0.127758,"BOOK3009","BA665","First Class",04:29:47,583.26,12:17:08
"Christopher","Duke","England","London",51.507351,-0.127758,"BOOK9822","BA158","Economy",01:09:30,511.43,19:52:18
"Stacy","Aguirre","Wales","Cardiff",51.481312,-3.1805,"BOOK8189","BA982","First Class",16:16:14,596.97,03:25:38
"Walter","Brady","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5122","BA637","First Class",16:01:30,500.47,00:47:06
"Jessica","English","Wales","Cardiff",51.481312,-3.1805,"BOOK8525","BA530","First Class",00:03:59,461.58,13:18:30
"Corey","Smith","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4006","BA240","Economy",00:52:48,416.71,00:41:44
"Deborah","Munoz","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8398","BA241","First Class",09:59:14,531.87,21:57:20
"Claudia","Allison","England","London",51.507351,-0.127758,"BOOK4639","BA375","Business",22:49:41,402.44,21:24:04
"Ashley","Oconnor","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6869","BA509","Economy",16:03:39,406.13,11:21:40
"Michael","Fox","Wales","Cardiff",51.481312,-3.1805,"BOOK6778","BA681","Business",22:05:08,625.82,20:19:32
"Justin","Thomas","England","London",51.507351,-0.127758,"BOOK1794","BA230","First Class",09:03:55,343.94,03:50:13
"Anthony","Alvarez","Wales","Cardiff",51.481312,-3.1805,"BOOK2328","BA242","First Class",15:42:32,479.79,20:32:00
"Tyler","Jordan","Wales","Cardiff",51.481312,-3.1805,"BOOK8733","BA605","Economy",09:14:52,477.27,20:25:58
"Tiffany","Norton","Wales","Cardiff",51.481312,-3.1805,"BOOK9592","BA200","Business",18:44:40,432.41,18:40:20
"Jason","Simmons","Wales","Cardiff",51.481312,-3.1805,"BOOK7292","BA691","Business",14:20:49,425.85,15:01:42
"Thomas","Robertson","Wales","Cardiff",51.481312,-3.1805,"BOOK8233","BA111","Economy",16:45:43,474.84,23:12:53
"Lucas","Arias","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7688","BA295","First Class",10:31:00,404.85,23:56:29
"Susan","Oconnell","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8140","BA651","First Class",04:59:48,563.24,13:28:04
"Abigail","Nelson","Wales","Cardiff",51.481312,-3.1805,"BOOK9871","BA406","First Class",13:10:18,666.09,21:28:55
"Renee","Fields","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1243","BA842","Economy",06:29:55,482.49,16:45:28
"Howard","Jacobs","England","London",51.507351,-0.127758,"BOOK8989","BA310","Economy",19:11:17,541.48,13:09:45
"Tony","Bradley","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5473","BA315","First Class",13:21:49,662.99,02:15:07
"Jessica","Colon","Wales","Cardiff",51.481312,-3.1805,"BOOK6188","BA968","Business",22:36:10,740.42,21:35:50
"Bryce","Bryant","Wales","Cardiff",51.481312,-3.1805,"BOOK9045","BA938","Economy",10:31:10,636.35,22:20:39
"Lisa","Huynh","England","London",51.507351,-0.127758,"BOOK9017","BA661","Business",11:38:36,569.69,23:32:16
"Bradley","Casey","England","London",51.507351,-0.127758,"BOOK4778","BA527","Business",05:12:26,523.06,04:19:46
"Kevin","Bailey","England","London",51.507351,-0.127758,"BOOK5501","BA988","Economy",04:13:17,402.35,22:21:16
"Mary","Chambers","Scotland","Edinburgh",55.953251,-3.188267,"BOOK3395","BA294","Economy",15:08:01,428.42,13:27:36
"Jeff","Torres","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8510","BA655","Business",02:24:46,354.98,13:25:30
"John","Hawkins","Wales","Cardiff",51.481312,-3.1805,"BOOK8458","BA346","Business",03:42:30,588.35,00:24:46
"Jerry","Torres","Wales","Cardiff",51.481312,-3.1805,"BOOK8344","BA203","Economy",10:27:41,489.18,12:26:52
"Samuel","Ho","England","London",51.507351,-0.127758,"BOOK2400","BA613","Business",18:14:29,474.86,09:05:45
"Mark","Lara","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3091","BA393","First Class",05:01:17,558.51,11:00:13
"Carlos","Campbell","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2547","BA428","Economy",01:06:14,578.13,00:51:38
"Barbara","Scott","England","London",51.507351,-0.127758,"BOOK1869","BA505","Economy",06:24:23,642.73,12:10:02
"Christopher","Warner","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6212","BA969","Economy",22:58:08,504.28,16:55:05
"Jeffery","Burton","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5112","BA421","Economy",00:58:20,555.12,13:53:11
"Samantha","Raymond","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1342","BA506","Business",17:14:38,557.9,05:23:22
"Dean","Brown","England","London",51.507351,-0.127758,"BOOK6390","BA947","Economy",22:43:03,647.11,22:33:33
"Bethany","Torres","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3967","BA899","First Class",01:53:16,462.58,18:54:51
"James","Young","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4148","BA737","Business",03:00:15,623.02,15:05:13
"Leslie","Simmons","England","Birmingham",52.486244,-1.890401,"BOOK7690","BA508","Business",13:27:56,414.87,00:37:33
"Billy","Pineda","England","Birmingham",52.486244,-1.890401,"BOOK3686","BA811","First Class",08:36:11,524.32,06:40:15
"Vincent","Poole","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1647","BA856","Business",18:21:27,590,23:53:08
"Manuel","Murphy","England","Birmingham",52.486244,-1.890401,"BOOK2087","BA142","Economy",20:41:15,380.44,14:20:19
"Jason","Powell","Wales","Cardiff",51.481312,-3.1805,"BOOK4574","BA572","Economy",23:16:35,391.96,07:44:52
"Laura","Gilbert","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3851","BA534","Economy",11:10:01,632.55,11:47:00
"Devin","Brown","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6362","BA964","First Class",00:59:16,447.07,19:34:01
"Sandra","Cook","England","Birmingham",52.486244,-1.890401,"BOOK2905","BA481","Economy",16:45:11,607.07,23:40:55
"Thomas","Hubbard","England","Birmingham",52.486244,-1.890401,"BOOK6643","BA603","Business",21:10:24,512.54,23:01:24
"Jasmin","Richard","Wales","Cardiff",51.481312,-3.1805,"BOOK7648","BA510","Economy",07:47:59,603.7,16:46:56
"Jeffery","Williams","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1104","BA442","Economy",15:27:46,710.25,20:14:33
"William","Peters","Wales","Cardiff",51.481312,-3.1805,"BOOK4381","BA730","First Class",19:50:48,590.52,02:47:21
"Jenna","Mason","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2811","BA316","Business",00:53:31,487.27,13:21:14
"Tami","Taylor","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5561","BA252","Economy",01:29:36,446.37,08:50:40
"Amanda","Morris","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6683","BA622","Economy",09:05:01,447.61,11:10:03
"Robert","Jones","Wales","Cardiff",51.481312,-3.1805,"BOOK6630","BA401","First Class",22:10:22,350.11,00:55:21
"Andrew","Maldonado","Wales","Cardiff",51.481312,-3.1805,"BOOK1454","BA359","Economy",05:29:33,389.64,21:30:15
"Jessica","Rodriguez","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2271","BA678","Economy",13:22:59,505.68,17:18:17
"Mary","Reyes","Wales","Cardiff",51.481312,-3.1805,"BOOK9591","BA642","First Class",16:52:03,445.28,15:34:51
"Jose","Young","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4247","BA419","First Class",22:34:00,589.71,02:21:18
"Gary","Perry","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4190","BA954","Economy",06:57:34,589.74,23:41:12
"Shannon","Adams","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5897","BA447","Economy",18:26:03,576.98,21:16:32
"Jennifer","Wright","England","Birmingham",52.486244,-1.890401,"BOOK8535","BA902","Economy",13:02:36,381.7,05:52:41
"Caroline","Schneider","England","Birmingham",52.486244,-1.890401,"BOOK4214","BA245","Economy",10:30:10,622.56,23:20:27
"Martin","Andersen","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8110","BA873","First Class",08:39:44,556.1,08:30:49
"Kevin","Herring","Wales","Cardiff",51.481312,-3.1805,"BOOK6557","BA456","Economy",07:06:42,411.42,22:35:02
"Michael","Solis","England","Birmingham",52.486244,-1.890401,"BOOK1596","BA270","First Class",10:29:07,506.93,11:22:46
"Denise","Ramirez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2954","BA460","Economy",16:11:35,575.63,09:51:34
"Jason","Hess","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4213","BA298","Economy",12:24:05,367.64,15:27:24
"Bradley","Smith","England","Birmingham",52.486244,-1.890401,"BOOK2472","BA806","Business",16:02:04,604,21:22:52
"Glenn","Cooper","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2662","BA787","First Class",07:17:23,519.64,16:01:49
"Caleb","Torres","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8931","BA902","Business",10:56:07,453.5,11:57:27
"Marie","Ross","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6147","BA150","First Class",04:22:13,612.54,12:14:15
"Kyle","Green","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5046","BA977","Economy",13:17:58,386.28,21:10:05
"Shane","Hill","England","Birmingham",52.486244,-1.890401,"BOOK7378","BA900","First Class",03:02:04,416.72,15:45:49
"Jeremy","Rose","England","Birmingham",52.486244,-1.890401,"BOOK9815","BA730","Business",02:56:22,467.36,17:11:29
"Tammy","Miranda","Scotland","Glasgow",55.834024,-4.253416,"BOOK2967","BA994","Economy",10:20:32,529.72,23:06:12
"Sherry","Young","Wales","Cardiff",51.481312,-3.1805,"BOOK2970","BA240","Economy",04:05:52,584.26,11:13:23
"Tara","Williams","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5616","BA345","Economy",19:42:50,300.38,22:44:43
"Tiffany","Powell","Scotland","Glasgow",55.834024,-4.253416,"BOOK5344","BA158","First Class",06:09:58,494.71,09:35:41
"Sheila","Brown","England","Birmingham",52.486244,-1.890401,"BOOK9020","BA128","Business",13:52:58,430.02,15:02:02
"Melissa","Brown","England","Birmingham",52.486244,-1.890401,"BOOK4316","BA978","First Class",22:08:10,327.71,09:48:50
"Kathryn","Flores","Wales","Cardiff",51.481312,-3.1805,"BOOK3658","BA159","First Class",22:50:44,458.02,20:01:22
"Robert","Graham","England","Birmingham",52.486244,-1.890401,"BOOK9444","BA226","First Class",02:38:54,632.46,13:06:41
"Laura","Shepherd","Wales","Cardiff",51.481312,-3.1805,"BOOK3725","BA583","Economy",07:40:54,469.68,15:40:09
"Veronica","Herrera","Scotland","Glasgow",55.834024,-4.253416,"BOOK5026","BA568","First Class",09:46:46,464.73,04:01:37
"Shannon","Hill","England","Birmingham",52.486244,-1.890401,"BOOK9947","BA620","First Class",00:10:41,676.86,07:06:35
"Taylor","Mendoza","England","Birmingham",52.486244,-1.890401,"BOOK7353","BA725","Economy",10:12:19,586.76,11:40:36
"Jason","Daugherty","Scotland","Glasgow",55.834024,-4.253416,"BOOK2504","BA473","First Class",18:16:54,437.85,00:43:22
"Oscar","Nelson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9307","BA396","Economy",06:23:00,573.34,11:45:46
"Christopher","Kennedy","Scotland","Glasgow",55.834024,-4.253416,"BOOK3986","BA259","First Class",16:28:18,465.99,16:15:42
"Laurie","Moore","Wales","Cardiff",51.481312,-3.1805,"BOOK2023","BA974","First Class",23:11:51,452.54,22:08:39
"Victoria","Juarez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6108","BA964","Economy",12:38:00,618.03,23:31:17
"Melissa","Stark","Wales","Cardiff",51.481312,-3.1805,"BOOK5180","BA283","First Class",06:03:14,606.53,02:03:26
"Evan","Hendrix","Scotland","Glasgow",55.834024,-4.253416,"BOOK6651","BA208","Business",23:32:09,427.33,16:27:05
"Nathaniel","Jefferson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4060","BA936","First Class",05:27:12,499.12,08:02:45
"Bridget","Miller","England","Birmingham",52.486244,-1.890401,"BOOK4233","BA191","First Class",15:42:36,634.72,03:35:10
"Angela","Bishop","Wales","Cardiff",51.481312,-3.1805,"BOOK7818","BA608","Business",09:34:58,557.46,18:32:03
"Jessica","Roman","England","Birmingham",52.486244,-1.890401,"BOOK5183","BA746","First Class",13:35:31,327.71,07:39:31
"Crystal","Lawrence","Scotland","Glasgow",55.834024,-4.253416,"BOOK5905","BA471","Economy",10:13:42,512.08,21:37:36
"Cheryl","Moore","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6240","BA998","Business",12:06:45,654.77,12:50:50
"Don","Stewart","Scotland","Glasgow",55.834024,-4.253416,"BOOK9425","BA206","Business",18:01:48,565.75,11:56:05
"Stephanie","Martin","England","Birmingham",52.486244,-1.890401,"BOOK1543","BA693","First Class",00:08:34,515.8,05:42:23
"Tara","Richard","Wales","Cardiff",51.481312,-3.1805,"BOOK6058","BA124","Business",07:51:03,251.6,11:00:12
"Kristen","Williams","Scotland","Glasgow",55.834024,-4.253416,"BOOK3535","BA560","Economy",16:10:08,419.78,05:41:11
"Victoria","Garcia","England","Birmingham",52.486244,-1.890401,"BOOK6713","BA556","First Class",11:56:30,685.2,01:16:20
"Pamela","Roman","Wales","Cardiff",51.481312,-3.1805,"BOOK3820","BA919","First Class",19:50:15,489.35,15:01:28
"Austin","Smith","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6945","BA141","First Class",22:24:21,344.87,08:14:01
"Nicholas","Lopez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9782","BA237","Economy",10:40:15,716.82,04:16:19
"Anna","Cochran","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6804","BA291","Business",12:22:30,497.14,11:33:19
"Tiffany","Sims","Scotland","Glasgow",55.834024,-4.253416,"BOOK8081","BA327","Business",19:45:26,634.29,08:06:31
"Ashley","Lozano","Scotland","Glasgow",55.834024,-4.253416,"BOOK2073","BA930","Business",18:14:23,338.24,09:29:35
"Raymond","Spears","Scotland","Glasgow",55.834024,-4.253416,"BOOK9969","BA522","Business",22:13:14,525.03,06:08:45
"Vanessa","Thompson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2775","BA721","First Class",13:43:15,322.39,17:24:05
"Tiffany","Murphy","England","Birmingham",52.486244,-1.890401,"BOOK5877","BA773","Economy",16:58:27,560.25,17:18:46
"James","Jones","Scotland","Glasgow",55.834024,-4.253416,"BOOK2087","BA645","First Class",20:42:44,470.76,14:00:44
"Christopher","Schwartz","Scotland","Glasgow",55.834024,-4.253416,"BOOK2337","BA214","First Class",00:40:43,387.13,14:50:17
"Larry","Williams","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2490","BA384","Economy",16:47:51,613.6,10:52:04
"Caroline","Turner","England","Birmingham",52.486244,-1.890401,"BOOK1433","BA906","Economy",23:18:43,428.52,14:39:19
"Katherine","Chen","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3942","BA895","First Class",14:03:45,471.84,14:29:15
"Erika","Salinas","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5738","BA935","First Class",10:48:08,428.09,16:17:20
